,distance,name,popularity,rating,latitude,longitude,category
4,138,Bad Bobs Temple Bar,0.9885172384244052,8.3,53.344007,-6.266802,Night Club
5,146,The George,0.994744208632066,8.2,53.344007,-6.266802,Night Club
6,204,Yamamori Noodles,0.9818618069639236,8.1,53.344007,-6.266802,Japanese Restaurant
7,215,The Trinity,0.9920306206975349,7.5,53.344007,-6.266802,Pub
8,217,The Stag's Head,0.9956296952212288,9.1,53.344007,-6.266802,Beer Bar
9,224,Foggy Dew,0.9938015938758605,7.9,53.344007,-6.266802,Pub
0,56,The Galway Hooker,0.9788625781941787,5.3,53.347106,-6.292041,Bar
1,81,Street Kitchen,0.908052215144677,,53.347106,-6.292041,Burrito Restaurant
2,89,Offbeat Donut Co,0.2785283784169785,,53.347106,-6.292041,Donut Shop
3,109,Chesterfields Brasserie,0.4166642863263732,,53.347106,-6.292041,Restaurant
4,133,P. Duggan's,0.9764346310948613,,53.347106,-6.292041,Pub
5,155,Ryan's,0.9549544402867834,8.4,53.347106,-6.292041,Bar
6,178,Nancy Hands Bar & Restaurant,0.9879745208374989,7.6,53.347106,-6.292041,Pub
7,199,Subway,0.9513268016795681,,53.347106,-6.292041,Deli
8,212,Romayo's,0.9147076466051587,,53.347106,-6.292041,Diner
9,396,Insomnia,0.9428718329572395,,53.347106,-6.292041,Coffee Shop
0,37,The Living Room,0.9912593904424577,7.8,53.352149,-6.260533,Sports Bar
1,56,Murray's Bar & Grill,0.9974292324830758,8.1,53.352149,-6.260533,Pub
2,77,Madigan's,0.9932017481219115,8.4,53.352149,-6.260533,Pub
3,91,Writers Lounge,0.9894884172641321,,53.352149,-6.260533,Lounge
4,104,The Parnell Heritage Pub & Grill,0.9830614984718216,7.5,53.352149,-6.260533,Bar
5,139,Big Bus Tours Dublin,0.9971721557313834,,53.352149,-6.260533,Tour Provider
6,148,147 Deli,0.9768345282641606,9.4,53.352149,-6.260533,Café
7,155,The Big Romance,0.9866034448284727,7.5,53.352149,-6.260533,Cocktail Bar
8,189,Kingfisher Restaurant,0.9851466765688823,8.3,53.352149,-6.260533,Diner
9,200,Flanagans Restaurant,0.9969722071467337,7.2,53.352149,-6.260533,Restaurant
0,92,Windjammer Bar The,0.9657802279413865,6.5,53.345203,-6.247163,Lounge
1,217,Cloud Picker,0.9731497614899026,8.0,53.345203,-6.247163,Coffee Shop
2,298,Bread 41,0.989631237681739,8.2,53.345203,-6.247163,Bakery
3,392,Steam,0.9767774000971179,,53.345203,-6.247163,Coffee Shop
4,404,The Ginger Man,0.9693793024650804,8.0,53.345203,-6.247163,Lounge
5,415,Kennedy's,0.971607300979748,7.6,53.345203,-6.247163,Lounge
6,419,Note,0.9628666914222057,,53.345203,-6.247163,Wine Bar
7,499,O'reilly's Bar & Restaurant,0.9894312890970893,7.5,53.345203,-6.247163,Pub
8,521,The Gallery Café,0.9814619097946242,8.4,53.345203,-6.247163,Café
9,567,Shoe Lane Coffee,0.9894598531806107,9.0,53.345203,-6.247163,Café
0,231,Graingers,0.9804621668713759,6.5,53.353331,-6.249319,Pub
1,234,The Five Lamps,0.990231083435688,6.3,53.353331,-6.249319,Bar
2,257,"Laine, My Love.",0.9575823359707504,8.6,53.353331,-6.249319,Café
3,288,IL Capo Italian Pizza & Pasta,0.9680939187066183,8.6,53.353331,-6.249319,Pizzeria
4,380,The Brew Dock,0.9963723613927847,8.4,53.353331,-6.249319,Bar
5,396,Harbour Master Bar & Restaurant,0.9718929418149619,5.9,53.353331,-6.249319,Arts and Entertainment
6,442,Bridge Tavern,0.9730069410722957,,53.353331,-6.249319,Pub
7,487,One Society,0.9738638635779371,7.6,53.353331,-6.249319,Café
8,498,Celt Dublin,0.9949155931331943,8.5,53.353331,-6.249319,Pub
9,548,Drunken Fish,0.9775771944357166,7.6,53.353331,-6.249319,Bar
0,100,Broyage Bar & Bistro,,,53.338776,-6.30395,Restaurant
1,219,Carrigans,0.6483761318518095,,53.338776,-6.30395,Lounge
2,265,bus stop Hybresal,0.8204176069010826,,53.338776,-6.30395,Bus Stop
3,303,Lady's Lane,0.6735982176011883,,53.338776,-6.30395,Beer Garden
4,320,Old Royal Oak,0.9652375103544802,8.2,53.338776,-6.30395,Bar
5,322,Urban8,0.9848610357336685,,53.338776,-6.30395,Pub
6,330,Vengabus,,,53.338776,-6.30395,Arts and Entertainment
7,330,Cakesbymarion,,,53.338776,-6.30395,Bakery
8,375,The Rialto Bridge Cafe,0.9226484618241024,,53.338776,-6.30395,Café
9,383,Latino Italian Restaurant,,,53.338776,-6.30395,Restaurant
0,64,Dubliniamo,,,53.359157,-6.281866,Tour Provider
1,243,Clarkes Bakery,0.9325601988060213,8.3,53.359157,-6.281866,Bakery
2,298,Dutchess Foods,0.3912993801593876,,53.359157,-6.281866,Bakery
3,301,Rainbow,0.7249278756891085,,53.359157,-6.281866,Chinese Restaurant
4,307,Roosters Piri Piri,0.2445942471935788,,53.359157,-6.281866,Restaurant
5,378,Pizza Max,0.9175640549572966,,53.359157,-6.281866,Pizzeria
6,391,Peanut World,0.6328087063326573,,53.359157,-6.281866,Snack Place
7,504,Hanlons bar and Restaurant,0.9976006169842041,,53.359157,-6.281866,Pub
8,515,Niamhs Favourite Bus Stop,0.8142477648604645,,53.359157,-6.281866,Bus Stop
9,554,Nagoya,0.6501471050301351,,53.359157,-6.281866,Asian Restaurant
0,80,Starbucks,0.9922305692821846,7.0,53.349013,-6.260311,Coffee Shop
1,108,Starbucks,0.9820046273815305,7.5,53.349013,-6.260311,Coffee Shop
2,119,Gino's Gelato,0.9940872347110743,8.4,53.349013,-6.260311,Gelato Shop
3,129,McDonald's,0.995344054386015,5.8,53.349013,-6.260311,Burger Joint
4,142,Beshoff Fish And Chips,0.9983432831557599,6.5,53.349013,-6.260311,Fish and Chips Shop
5,148,Flanagans Restaurant,0.9969722071467337,7.2,53.349013,-6.260311,Restaurant
6,164,Pipers Corner,0.9912879545259791,7.1,53.349013,-6.260311,Pub
7,176,Xi'an Street Food,0.9936016452912109,,53.349013,-6.260311,Chinese Restaurant
8,186,O'Connells,0.9890885200948327,7.6,53.349013,-6.260311,Pub
9,209,Big Bus Tours Dublin,0.9971721557313834,,53.349013,-6.260311,Tour Provider
0,116,Auld Triangle The,0.972207146733697,,53.358437,-6.260641,Lounge
1,145,Botanicals,0.9511554171784399,,53.358437,-6.260641,Restaurant
2,160,The Big Tree,0.9592676168985118,6.3,53.358437,-6.260641,Pub
3,180,Wasabi Bar & Grill,0.9675226370361907,,53.358437,-6.260641,Brazilian Restaurant
4,220,The Temple Kavanaghs Pub,0.9639235625124968,,53.358437,-6.260641,Pub
5,237,Koffee + Kale,0.9610385900768373,,53.358437,-6.260641,Coffee Shop
6,291,El Grito Mexican Taqueria,0.9782627324402297,8.7,53.358437,-6.260641,Mexican Restaurant
7,297,Koffee + Kale,0.9455854208917707,6.5,53.358437,-6.260641,Coffee Shop
8,379,Le Petit Breton,0.9680367905395756,8.0,53.358437,-6.260641,Creperie
9,396,Savoy Take Away,0.9442143448827445,,53.358437,-6.260641,Fast Food Restaurant
0,308,Toners Pub,0.9709788911422776,8.2,53.335211,-6.2509,Beer Bar
1,379,The Sugar Club,0.9480419320746094,8.5,53.335211,-6.2509,Night Club
2,407,O'Donoghue's,0.9906309806049873,8.6,53.335211,-6.2509,Pub
3,424,Hugo's,0.9299894312890971,7.8,53.335211,-6.2509,French Restaurant
4,437,M O'Briens Full Bar And Lounge,0.9701219686366362,8.2,53.335211,-6.2509,Pub
5,439,Angelina's,0.9421006027021623,7.4,53.335211,-6.2509,Italian Restaurant
6,484,KC Peaches,0.9749492987517495,6.6,53.335211,-6.2509,Coffee Shop
7,557,Godfather’s Pizza,0.983175754805907,,53.335211,-6.2509,Pizzeria
8,561,Starbucks,0.9494130080836356,7.7,53.335211,-6.2509,Coffee Shop
9,568,Searson's,0.9847753434831044,8.0,53.335211,-6.2509,Pub
0,112,Third Floor Espresso (3FE),0.9928304150361336,9.0,53.339629,-6.243778,Public and Social Service
1,118,The Storyteller,0.9394155788511526,,53.339629,-6.243778,Pub
2,119,Art Of Coffee,0.9324173783884144,,53.339629,-6.243778,Coffee Shop
3,144,Füdi,0.9140221086006456,6.1,53.339629,-6.243778,Café
4,367,Note,0.9628666914222057,,53.339629,-6.243778,Wine Bar
5,376,"The Schoolhouse Hotel, Ballsbridge, Dublin 4",0.9590676683138621,8.4,53.339629,-6.243778,Pub
6,436,Steam,0.9767774000971179,,53.339629,-6.243778,Coffee Shop
7,455,The Gasworks Bar,0.9876317518352423,6.4,53.339629,-6.243778,Bar
8,456,The Pig & Heifer,0.9860607272415665,7.6,53.339629,-6.243778,Café
9,457,The Ginger Man,0.9693793024650804,8.0,53.339629,-6.243778,Lounge
0,278,Cooper’s Corner,0.9662372532777286,,53.341359,-6.292951,Pub
1,286,J.K. Stoutmans,0.9286754834471136,,53.341359,-6.292951,Arts and Entertainment
2,304,Pearse Lyons Distillery,0.9640378188465824,,53.341359,-6.292951,Distillery
3,314,The Old Harbour,0.8861435630837785,,53.341359,-6.292951,Pub
4,336,Harkins Bar,0.9698077637179011,7.4,53.341359,-6.292951,Bar
5,353,St. James’s Gate Brewery,0.9759204775914765,,53.341359,-6.292951,Brewery
6,360,Groundstate Coffee,0.9783769887743152,8.2,53.341359,-6.292951,Café
7,413,Cooperage Cafe,0.967694021537319,6.7,53.341359,-6.292951,Café
8,415,Connoisseur Bar,0.994515695963895,8.4,53.341359,-6.292951,Bar
9,416,Guinness Storehouse,0.9999428718329573,9.0,53.341359,-6.292951,Brewery
0,229,Charlemont Bar & Bistro,0.9908594932731584,6.2,53.332763,-6.257942,Hotel Bar
1,305,The Barge,0.9843183181467623,8.1,53.332763,-6.257942,Lounge
2,323,Dax Restaurant,0.9565540289639807,7.8,53.332763,-6.257942,French Restaurant
3,328,The Sugar Club,0.9480419320746094,8.5,53.332763,-6.257942,Night Club
4,329,Odeon,0.9822902682167443,6.6,53.332763,-6.257942,Cocktail Bar
5,364,One Kinda Folk,0.9684938158759177,8.0,53.332763,-6.257942,Coffee Shop
6,453,M O'Briens Full Bar And Lounge,0.9701219686366362,8.2,53.332763,-6.257942,Pub
7,464,Sophie's Dublin,0.9811477048758891,8.8,53.332763,-6.257942,Restaurant
8,467,Doolally,0.9702076608872005,8.1,53.332763,-6.257942,Indian Restaurant
9,470,The Bleeding Horse,0.9893455968465252,7.5,53.332763,-6.257942,Lounge
0,172,The Black Sheep,0.9845753948984547,8.7,53.351182,-6.269859,Bar
1,219,Woolshed Baa & Grill,0.9900596989345597,7.5,53.351182,-6.269859,Sports Bar
2,315,Bullet Duck And Dumplings,0.9676083292867549,,53.351182,-6.269859,Chinese Restaurant
3,328,Slattery's,0.9900882630180811,7.9,53.351182,-6.269859,Pub
4,332,Bonobo,0.9938872861264246,8.5,53.351182,-6.269859,Bar
5,354,The Church,0.9956011311377074,8.5,53.351182,-6.269859,Restaurant
6,375,Butlers Chocolate Café,0.9696935073838155,7.4,53.351182,-6.269859,Café
7,388,McNeills,0.9868319574966438,8.6,53.351182,-6.269859,Pub
8,440,Kingfisher Restaurant,0.9851466765688823,8.3,53.351182,-6.269859,Diner
9,440,The Boars Head,0.984746779399583,6.7,53.351182,-6.269859,Pub
0,34,The Church,0.9956011311377074,8.5,53.3483,-6.266651,Restaurant
1,87,Butlers Chocolate Café,0.9696935073838155,7.4,53.3483,-6.266651,Café
2,91,T.P. Smiths,0.9796623725327773,5.8,53.3483,-6.266651,Pub
3,96,Insomnia,0.9916021594447142,6.9,53.3483,-6.266651,Coffee Shop
4,141,McNeills,0.9868319574966438,8.6,53.3483,-6.266651,Pub
5,150,Slattery's,0.9900882630180811,7.9,53.3483,-6.266651,Pub
6,151,Lemon Jelly Cafe,0.9759490416749979,8.2,53.3483,-6.266651,Café
7,159,The Boars Head,0.984746779399583,6.7,53.3483,-6.266651,Pub
8,170,Takara,0.9773486817675455,7.9,53.3483,-6.266651,Japanese Restaurant
9,172,Brother Hubbard,0.9766060155959896,9.1,53.3483,-6.266651,Café
0,104,The Porterhouse,0.995943900139964,9.2,53.346057,-6.268001,Pub
1,122,Brother Hubbard,0.9766060155959896,9.1,53.346057,-6.268001,Café
2,126,Lundy Foots,0.9750921191693565,6.8,53.346057,-6.268001,Pub
3,142,The Boars Head,0.984746779399583,6.7,53.346057,-6.268001,Pub
4,171,Bad Bobs Temple Bar,0.9885172384244052,8.3,53.346057,-6.268001,Night Club
5,178,Street 66,0.9918021080293639,7.5,53.346057,-6.268001,Gay Bar
6,193,McNeills,0.9868319574966438,8.6,53.346057,-6.268001,Pub
7,204,T.P. Smiths,0.9796623725327773,5.8,53.346057,-6.268001,Pub
8,213,Beer Temple Dublin,0.9950584135508013,,53.346057,-6.268001,Beer Bar
9,214,Lemon Jelly Cafe,0.9759490416749979,8.2,53.346057,-6.268001,Café
0,306,Kale + Coco,0.9249335885058128,,53.354663,-6.278681,Vegan and Vegetarian Restaurant
1,344,Dublin Bus Stop No. 190,0.8869719215058984,,53.354663,-6.278681,Bus Stop
2,384,McGowan's,0.9494987003341998,6.8,53.354663,-6.278681,Pub
3,433,Cumiskeys,0.9732925819075094,,53.354663,-6.278681,Real Estate Service
4,435,Kerala Kitchen,0.9853751892370534,,53.354663,-6.278681,Indian Restaurant
5,455,Ramen Co,0.9547830557856551,,53.354663,-6.278681,Ramen Restaurant
6,463,V-Face,0.963409409009112,,53.354663,-6.278681,Vegan and Vegetarian Restaurant
7,469,Grano,0.9741209403296295,8.1,53.354663,-6.278681,Italian Restaurant
8,473,The Little Cactus,0.9357879402439373,,53.354663,-6.278681,Café
9,474,Slice,0.9616669999143077,8.4,53.354663,-6.278681,Restaurant
0,178,El Grito Mexican Taqueria,0.9782627324402297,8.7,53.356299,-6.258586,Mexican Restaurant
1,182,Hill 16 Bar,0.9648376131851809,,53.356299,-6.258586,Pub
2,277,Charming Noodles,0.9775200662686737,7.9,53.356299,-6.258586,Chinese Restaurant
3,284,One Society,0.9738638635779371,7.6,53.356299,-6.258586,Café
4,328,The Big Romance,0.9866034448284727,7.5,53.356299,-6.258586,Cocktail Bar
5,331,147 Deli,0.9768345282641606,9.4,53.356299,-6.258586,Café
6,336,Savoy Take Away,0.9442143448827445,,53.356299,-6.258586,Fast Food Restaurant
7,361,MeMa's,0.9803479105372904,,53.356299,-6.258586,Bar
8,365,Enzo's Take Way,0.9800622697020767,,53.356299,-6.258586,Fast Food Restaurant
9,389,Auld Triangle The,0.972207146733697,,53.356299,-6.258586,Lounge
0,42,Suesey Street,0.9516695706818247,7.2,53.332383,-6.252717,Wine Bar
1,142,M O'Briens Full Bar And Lounge,0.9701219686366362,8.2,53.332383,-6.252717,Pub
2,145,Starbucks,0.9678939701219686,7.6,53.332383,-6.252717,Coffee Shop
3,256,House Dublin,0.9711217115598846,8.1,53.332383,-6.252717,Cocktail Bar
4,267,Godfather’s Pizza,0.983175754805907,,53.332383,-6.252717,Pizzeria
5,286,Dax Restaurant,0.9565540289639807,7.8,53.332383,-6.252717,French Restaurant
6,354,B Bar,0.9772058613499386,7.7,53.332383,-6.252717,Hotel Bar
7,440,The Sugar Club,0.9480419320746094,8.5,53.332383,-6.252717,Night Club
8,465,Charlemont Bar & Bistro,0.9908594932731584,6.2,53.332383,-6.252717,Hotel Bar
9,486,One Kinda Folk,0.9684938158759177,8.0,53.332383,-6.252717,Coffee Shop
0,49,Urban8,0.9848610357336685,,53.340714,-6.308191,Pub
1,50,Newland Chinese,0.8670056271244537,,53.340714,-6.308191,Chinese Restaurant
2,52,Dublin Bus Stop No 1992,0.8918563797880545,,53.340714,-6.308191,Bus Stop
3,90,Dublin Bus Stop No 1945,0.026735982176011884,,53.340714,-6.308191,Bus Stop
4,90,Donoghues,0.5354051815247508,,53.340714,-6.308191,Pub
5,110,Brambles Deli Cafe,0.21128852580764945,,53.340714,-6.308191,Café
6,114,The Patriots Inn,0.9683224313747893,6.8,53.340714,-6.308191,Karaoke Bar
7,122,Lady's Lane,0.6735982176011883,,53.340714,-6.308191,Beer Garden
8,152,Good Luck Chinese Take Away,0.11682710160244508,,53.340714,-6.308191,Chinese Restaurant
9,160,bus stop Hybresal,0.8204176069010826,,53.340714,-6.308191,Bus Stop
0,58,P. Duggan's,0.9764346310948613,,53.347802,-6.292432,Pub
1,93,Ryan's,0.9549544402867834,8.4,53.347802,-6.292432,Bar
2,96,Chesterfields Brasserie,0.4166642863263732,,53.347802,-6.292432,Restaurant
3,103,The Sandwich Market,0.603787597474935,,53.347802,-6.292432,Sandwich Spot
4,115,Airlink 747 Heuston Station to Dublin Airport,0.6457196720843211,,53.347802,-6.292432,Bus Stop
5,118,Nancy Hands Bar & Restaurant,0.9879745208374989,7.6,53.347802,-6.292432,Pub
6,118,The Galway Hooker,0.9788625781941787,5.3,53.347802,-6.292432,Bar
7,137,Subway,0.9513268016795681,,53.347802,-6.292432,Deli
8,143,Cafe Togo,0.45973892427661456,5.0,53.347802,-6.292432,Bar
9,147,90 Bus Stop,0.4609957439515553,,53.347802,-6.292432,Bus Stop
0,33,Coffeeangel,0.9888314433431403,9.0,53.34218,-6.254485,Coffee Shop
1,138,The Gallery Café,0.9814619097946242,8.4,53.34218,-6.254485,Café
2,191,KC Peaches,0.9924019537833129,7.0,53.34218,-6.254485,Restaurant
3,225,Costa Coffee,0.9921734411151418,6.6,53.34218,-6.254485,Café
4,252,The Ivy Dublin,0.9868890856636865,8.3,53.34218,-6.254485,English Restaurant
5,255,Kennedy's,0.971607300979748,7.6,53.34218,-6.254485,Lounge
6,261,Carluccio's,0.9774343740181096,8.1,53.34218,-6.254485,Italian Restaurant
7,315,Tapped,0.9978576937358965,,53.34218,-6.254485,Beer Bar
8,324,Cafe En Seine,0.9826901653860436,7.8,53.34218,-6.254485,Night Club
9,327,The Ginger Man,0.9693793024650804,8.0,53.34218,-6.254485,Lounge
0,155,Token,0.9740352480790654,8.7,53.3488,-6.281637,Arcade
1,162,Fish Shop - Benburb Street,0.9710645833928419,8.6,53.3488,-6.281637,Bar
2,163,Wuff,0.96709417578337,8.7,53.3488,-6.281637,Bistro
3,175,Fidelity,0.9943443114627667,,53.3488,-6.281637,Beer Bar
4,176,Light House Cinema,0.9885458025079266,9.1,53.3488,-6.281637,Indie Movie Theater
5,196,Proper Order Coffee Co.,0.9843468822302837,8.0,53.3488,-6.281637,Café
6,218,Nutbutter,0.9577251563883573,,53.3488,-6.281637,Poke Restaurant
7,228,V-Face,0.963409409009112,,53.3488,-6.281637,Vegan and Vegetarian Restaurant
8,234,Delaney's,0.9462995229798052,7.1,53.3488,-6.281637,Lounge
9,236,Generator Hostel bar,0.9752349395869634,,53.3488,-6.281637,Bar
0,56,Harry's on the Green,0.9852038047359251,6.1,53.340927,-6.262501,Cocktail Bar
1,57,Peter's Pub,0.9891456482618756,7.0,53.340927,-6.262501,Pub
2,98,The Hairy Lemon,0.9914307749435859,7.9,53.340927,-6.262501,Lounge
3,112,Bruxelles,0.9904881601873804,7.6,53.340927,-6.262501,Lounge
4,145,Grogan's Castle Lounge,0.990459596103859,8.3,53.340927,-6.262501,Lounge
5,165,Bunsen,0.9853180610700105,8.9,53.340927,-6.262501,Burger Joint
6,166,Bewley's Café & Tea Room,0.995486874803622,8.5,53.340927,-6.262501,Café
7,166,The Well,0.9883744180067983,6.8,53.340927,-6.262501,Bar
8,204,Kehoe's,0.9832614470564712,8.6,53.340927,-6.262501,Lounge
9,208,Five Guys,0.9836042160587277,7.7,53.340927,-6.262501,Burger Joint
0,316,Toners Pub,0.9709788911422776,8.2,53.336597,-6.248109,Beer Bar
1,330,Angelina's,0.9421006027021623,7.4,53.336597,-6.248109,Italian Restaurant
2,444,O'Donoghue's,0.9906309806049873,8.6,53.336597,-6.248109,Pub
3,465,Hugo's,0.9299894312890971,7.8,53.336597,-6.248109,French Restaurant
4,505,Searson's,0.9847753434831044,8.0,53.336597,-6.248109,Pub
5,527,KC Peaches,0.9749492987517495,6.6,53.336597,-6.248109,Coffee Shop
6,535,Art Of Coffee,0.9324173783884144,,53.336597,-6.248109,Coffee Shop
7,537,Third Floor Espresso (3FE),0.9928304150361336,9.0,53.336597,-6.248109,Public and Social Service
8,537,Starbucks,0.9494130080836356,7.7,53.336597,-6.248109,Coffee Shop
9,544,Note,0.9628666914222057,,53.336597,-6.248109,Wine Bar
0,267,Kingfisher Restaurant,0.9851466765688823,8.3,53.3537415547453,-6.26530144781526,Diner
1,267,The Parnell Heritage Pub & Grill,0.9830614984718216,7.5,53.3537415547453,-6.26530144781526,Bar
2,305,Murray's Bar & Grill,0.9974292324830758,8.1,53.3537415547453,-6.26530144781526,Pub
3,346,The Living Room,0.9912593904424577,7.8,53.3537415547453,-6.26530144781526,Sports Bar
4,366,147 Deli,0.9768345282641606,9.4,53.3537415547453,-6.26530144781526,Café
5,388,The Big Romance,0.9866034448284727,7.5,53.3537415547453,-6.26530144781526,Cocktail Bar
6,398,Madigan's,0.9932017481219115,8.4,53.3537415547453,-6.26530144781526,Pub
7,408,Writers Lounge,0.9894884172641321,,53.3537415547453,-6.26530144781526,Lounge
8,420,Woolshed Baa & Grill,0.9900596989345597,7.5,53.3537415547453,-6.26530144781526,Sports Bar
9,435,Tucano!,0.9975149247336399,,53.3537415547453,-6.26530144781526,Brazilian Restaurant
0,25,Foggy Dew,0.9938015938758605,7.9,53.344603,-6.263371,Pub
1,39,The Trinity,0.9920306206975349,7.5,53.344603,-6.263371,Pub
2,48,Reyna,0.9765203233454255,8.0,53.344603,-6.263371,Turkish Restaurant
3,57,Millstone Restaurant,0.9925733382844412,8.6,53.344603,-6.263371,Restaurant
4,79,The Old Storehouse,0.9951441058013654,8.8,53.344603,-6.263371,Pub
5,83,The Stag's Head,0.9956296952212288,9.1,53.344603,-6.263371,Beer Bar
6,93,The Bankers,0.988431546173841,7.7,53.344603,-6.263371,Pub
7,106,The Quays Irish Restaurant,0.9961724128081351,8.0,53.344603,-6.263371,Irish Pub
8,111,The Temple Bar,0.9997143591647862,8.8,53.344603,-6.263371,Pub
9,128,The Bank on College Green,0.9915164671941501,8.6,53.344603,-6.263371,Restaurant
0,87,Proper Order Coffee Co.,0.9843468822302837,8.0,53.347692,-6.278214,Café
1,89,Old Jameson Distillery,0.9988860007426662,8.9,53.347692,-6.278214,Tour Provider
2,92,JJ's Bar,0.9958582078893998,8.3,53.347692,-6.278214,Cocktail Bar
3,110,Urbanity Coffee,0.9921448770316205,9.3,53.347692,-6.278214,Café
4,135,Token,0.9740352480790654,8.7,53.347692,-6.278214,Arcade
5,260,Copper + Straw,0.9923448256162701,,53.347692,-6.278214,Coffee Shop
6,325,The Brazen Head,0.99917164157788,8.9,53.347692,-6.278214,Bar
7,336,V-Face,0.963409409009112,,53.347692,-6.278214,Vegan and Vegetarian Restaurant
8,382,Bonobo,0.9938872861264246,8.5,53.347692,-6.278214,Bar
9,451,Underdog,0.9991145134108372,,53.347692,-6.278214,Beer Bar
0,129,Tailors' Hall,0.9724927875689109,,53.342081,-6.275233,Beer Garden
1,142,The Thomas House,0.967465508869148,7.6,53.342081,-6.275233,Pub
2,253,Allmyfriends,0.973035505155817,,53.342081,-6.275233,Gay Bar
3,330,The Brazen Head,0.99917164157788,8.9,53.342081,-6.275233,Bar
4,360,Proof Pizza + Punch,0.9624096660858636,,53.342081,-6.275233,Pizzeria
5,425,Copper + Straw,0.9923448256162701,,53.342081,-6.275233,Coffee Shop
6,459,Bittersweet,0.9701505327201577,6.4,53.342081,-6.275233,Café
7,463,Underdog,0.9991145134108372,,53.342081,-6.275233,Beer Bar
8,486,Queen of Tarts,0.9793196035305207,9.1,53.342081,-6.275233,Bakery
9,491,Teeling Tasting Room,0.9837184723928133,8.6,53.342081,-6.275233,Distillery
